Date,Waste_Type,Temperature,Moisture_Content,pH_Level,Oxygen_Level,Carbon_Nitrogen_Ratio,Nitrogen_Content,Potassium_Content,Phosphorus_Content,Ambient_Humidity,Ambient_Temperature,Waste_Height,Particle_Size,Bulk_Density,Final_Volume_Reduction,Odor_Level,Decomposition_Rate,Time_Elapsed,Maturity_Index,Turning_Frequency
2024-08-06,MIXED,65.0,40.0,6.54,6.04,29.02,1.82,0.69,0.86,42.9,30.73,143.66,45.76,319.52,0.7877189999999998,3.86,2.01,39.19,5.928999999999999,4.71
2024-08-07,MIXED,65.0,40.98,7.85,11.99,29.59,1.87,0.66,0.4,52.56,35.0,110.42,13.41,514.05,0.971865,3.15,2.07,46.95,6.765000000000001,4.99
2024-08-08,GREEN,65.0,49.21,7.67,13.34,30.0,2.0,0.79,0.85,53.29,35.0,118.1,6.85,607.41,1.059318,4.25,2.34,45.27,6.867,6.52
2024-08-09,GREEN,65.0,48.81,6.61,12.72,29.49,1.97,0.91,0.86,49.48,35.0,114.79,34.96,461.25,0.9248679999999999,4.49,2.38,38.86,6.266,3.69
2024-08-10,GREEN,65.0,49.12,6.7,7.46,29.16,1.99,0.6,0.41,40.0,22.5,110.84,28.54,302.17,0.7769999999999999,2.02,2.59,30.0,5.59,6.27
2024-08-11,BROWN,65.0,40.0,7.83,12.44,29.96,1.51,0.92,0.44,40.0,35.0,141.33,7.36,440.05,0.628672,1.32,1.52,41.36,5.656000000000001,5.53
2024-08-12,BROWN,65.0,40.0,7.39,9.19,28.09,1.5,1.5,0.66,40.0,35.0,103.17,6.64,532.04,0.9858,3.37,1.5,65.72,8.0,4.42
2024-08-13,MIXED,65.0,40.53,7.81,8.61,25.36,1.83,1.01,0.85,53.12,34.05,109.58,25.91,422.86,1.0301609999999999,5.0,2.09,49.29,7.019,6.48
2024-08-14,MIXED,65.0,41.51,7.4,6.58,25.24,1.78,1.38,0.5,40.0,35.0,124.9,48.03,428.65,0.662284,4.75,1.96,33.79,5.339,3.76
2024-08-15,GREEN,65.0,48.14,7.04,14.13,27.39,1.99,0.74,0.69,40.0,35.0,102.47,42.45,561.45,2.2319999999999998,2.18,2.48,90.0,8.0,4.55
2024-08-16,MIXED,65.0,40.69,7.44,9.52,28.9,1.8,1.39,0.58,47.16,35.0,90.0,49.33,610.08,1.454516,1.95,1.96,74.21,8.0,3.55
2024-08-17,MIXED,65.0,41.42,7.79,5.69,29.26,1.83,1.1,0.94,40.0,35.0,95.67,7.33,575.61,0.748044,4.88,1.98,37.78,5.758,3.51
2024-08-18,GREEN,65.0,48.08,6.72,6.8,26.69,2.0,1.34,0.48,51.38,24.61,107.71,19.03,540.25,2.3245950000000004,4.88,2.73,85.15,8.0,3.79
2024-08-19,MIXED,65.0,40.04,7.76,6.94,27.78,1.78,0.53,0.8,50.4,22.38,130.35,42.53,576.03,0.834006,4.87,1.94,42.99,6.239000000000001,4.3
2024-08-20,GREEN,65.0,48.21,6.95,7.6,28.93,1.97,0.75,0.32,53.74,34.3,135.28,14.72,428.89,0.9341189999999999,3.95,2.61,35.79,6.189,4.97
2024-08-21,BROWN,65.0,40.0,7.6,10.29,27.55,1.53,0.66,0.55,55.17,23.71,97.27,27.88,302.83,0.97867,1.75,1.55,63.14,7.864,5.29
2024-08-22,BROWN,65.0,40.0,6.8,13.51,28.13,1.55,1.03,0.84,53.1,35.0,129.33,20.06,623.67,0.889843,4.82,1.51,58.93,7.403,5.75
2024-08-23,MIXED,65.0,40.28,7.54,13.53,29.11,1.8,0.93,0.62,40.0,35.0,139.14,14.96,385.28,1.4805099999999998,2.69,2.05,72.22,8.0,5.11
2024-08-24,GREEN,65.0,48.13,7.51,6.27,25.02,2.0,0.65,0.43,40.0,29.39,130.81,42.89,587.68,1.4256810000000002,3.2,2.43,58.67,8.0,3.46
2024-08-25,MIXED,65.0,41.51,7.19,13.36,29.99,1.8,0.7,0.94,41.34,27.56,106.24,36.11,316.73,1.81548,4.2,2.16,84.05,8.0,4.94
2024-08-26,GREEN,65.0,47.89,6.68,9.02,27.25,2.0,0.94,0.42,48.07,35.0,106.61,45.67,398.17,1.887918,4.66,2.49,75.82,8.0,3.85
2024-08-27,BROWN,65.0,40.0,6.58,7.37,27.93,1.5,1.35,0.38,40.0,35.0,148.09,28.16,555.53,0.493416,4.09,1.54,32.04,4.744,6.57
2024-08-28,MIXED,65.0,40.0,7.72,12.39,26.32,1.79,1.43,0.33,42.2,35.0,114.64,14.82,650.0,1.6121560000000001,4.7,2.06,78.26,8.0,3.0
2024-08-29,GREEN,65.0,47.3,6.73,8.76,28.54,2.0,1.25,0.3,49.57,35.0,144.13,37.24,356.91,2.26422,3.98,2.52,89.85,8.0,6.62
2024-08-30,BROWN,65.0,40.0,6.69,10.19,29.52,1.5,1.15,0.52,44.47,25.8,99.89,40.57,480.89,1.199295,3.95,1.45,82.71,8.0,4.32
2024-08-31,GREEN,65.0,47.14,6.69,14.55,25.23,2.0,0.99,0.95,41.18,35.0,110.23,25.49,359.31,1.8855119999999999,3.26,2.51,75.12,8.0,5.29
2024-09-01,GREEN,45.37,60.0,6.94,9.08,27.38,1.94,0.56,0.72,61.43,16.74,109.58,46.56,363.77,1.859679,4.16,2.43,76.53,8.0,6.91
2024-09-02,MIXED,58.07,49.29,6.97,8.09,25.35,1.81,1.2,0.46,51.84,23.25,109.75,40.95,533.99,1.665,1.92,1.85,90.0,8.0,4.55
2024-09-03,BROWN,57.45,40.0,6.76,8.23,28.75,1.51,0.68,0.44,45.42,23.38,135.5,8.59,503.0,0.7031310000000001,1.73,1.43,49.17,6.3469999999999995,3.3
2024-09-04,GREEN,54.7,60.0,7.54,8.47,26.27,1.98,0.51,0.5,50.7,15.23,97.05,50.0,572.41,0.945128,4.18,2.48,38.11,6.291,6.42
2024-09-05,MIXED,45.02,49.26,6.97,10.74,25.39,1.79,0.95,0.84,46.87,29.17,94.71,31.19,472.02,1.4757949999999997,1.0,2.05,71.99,8.0,5.76
2024-09-06,BROWN,45.21,40.0,6.97,8.63,27.02,1.53,1.03,0.48,49.87,17.2,122.84,29.2,510.54,0.5955,1.89,1.5,39.7,5.470000000000001,5.03
2024-09-07,MIXED,54.69,50.62,7.6,13.36,29.23,1.83,1.15,0.81,65.52,16.71,130.37,38.39,643.87,1.301636,3.34,1.96,66.41,8.0,5.64
2024-09-08,BROWN,45.0,40.0,7.13,8.37,25.88,1.5,1.29,0.81,48.29,15.74,126.61,48.02,617.01,0.738855,4.03,1.35,54.73,6.823,6.15
2024-09-09,GREEN,45.0,57.77,7.68,5.51,25.27,1.99,1.49,0.7,54.11,24.98,140.06,43.17,381.55,1.155446,2.33,2.54,45.49,7.089,4.29
2024-09-10,MIXED,49.84,50.67,7.08,6.62,25.66,1.8,0.76,0.38,65.22,19.25,133.17,45.57,490.63,1.090344,3.08,1.81,60.24,7.834,5.46
2024-09-11,MIXED,48.58,48.58,7.23,8.08,28.45,1.8,0.6,0.57,42.1,27.79,109.88,11.53,533.63,0.882,4.24,2.0,44.1,6.41,5.56
2024-09-12,GREEN,48.54,60.0,6.52,13.54,29.84,2.0,1.28,0.9,41.39,30.06,125.07,13.89,590.6,0.9100820000000001,1.47,2.54,35.83,6.122999999999999,6.96
2024-09-13,MIXED,49.72,51.19,7.37,10.96,26.77,1.83,0.87,0.8,45.6,19.53,142.89,15.74,335.48,0.567,2.88,1.89,30.0,4.89,3.18
2024-09-14,BROWN,45.24,40.27,7.87,7.01,25.45,1.5,1.14,0.69,58.03,19.01,110.96,44.76,552.13,0.7455000000000002,3.11,1.5,49.7,6.470000000000001,5.32
2024-09-15,MIXED,45.0,49.92,7.3,14.51,29.16,1.82,1.06,0.6,66.98,20.86,120.38,37.85,300.0,1.5182789999999997,4.47,1.97,77.07,8.0,3.0
2024-09-16,BROWN,56.16,40.0,7.55,5.67,27.35,1.5,0.98,0.4,67.19,18.53,124.54,25.59,389.31,0.889914,1.64,1.42,62.67,7.687,3.17
2024-09-17,BROWN,53.93,40.0,6.92,5.0,29.38,1.5,1.17,0.43,45.98,17.91,122.43,33.69,650.0,1.3319999999999999,3.9,1.48,90.0,8.0,5.02
2024-09-18,BROWN,51.25,40.72,7.33,8.42,26.88,1.5,1.29,0.9,44.93,21.8,94.6,45.25,620.97,1.1706539999999999,2.04,1.38,84.83,8.0,5.27
2024-09-19,MIXED,50.76,49.22,7.07,12.64,27.51,1.77,1.01,0.9,49.32,19.7,145.08,13.93,624.93,1.1738250000000001,2.45,1.85,63.45,8.0,6.2
2024-09-20,GREEN,54.51,58.47,7.19,5.08,25.85,1.98,0.92,0.73,40.27,27.05,139.34,31.31,397.92,1.216108,3.23,2.36,51.53,7.513,6.69
2024-09-21,GREEN,45.0,60.0,6.64,8.16,27.72,2.0,0.78,0.91,56.79,22.59,129.86,42.58,373.52,1.930995,4.45,2.49,77.55,8.0,6.17
2024-09-22,BROWN,45.98,40.0,7.94,14.07,25.91,1.5,0.98,0.78,41.47,26.0,140.66,36.62,481.73,0.37942,3.1,1.22,31.1,4.33,6.84
2024-09-23,GREEN,52.86,60.0,7.0,9.72,26.97,1.98,1.43,0.87,48.33,15.0,148.74,45.73,527.24,2.059224,4.8,2.39,86.16,8.0,3.0
2024-09-24,MIXED,53.37,50.28,7.61,6.64,27.78,1.81,0.59,0.37,49.8,22.35,98.0,23.68,464.44,1.2803029999999997,5.0,1.97,64.99,8.0,6.54
2024-09-25,MIXED,49.37,49.12,7.17,7.78,26.74,1.77,1.32,0.33,64.69,17.51,141.59,14.06,379.83,0.9317880000000001,3.81,1.98,47.06,6.686,4.44
2024-09-26,MIXED,45.0,51.9,8.0,13.26,29.86,1.78,1.42,0.64,48.81,21.54,100.37,29.08,417.91,0.9946539999999999,4.48,2.11,47.14,6.824,3.5
2024-09-27,MIXED,58.44,50.22,6.77,5.4,26.81,1.79,1.09,0.32,44.02,15.0,96.36,29.46,408.08,1.5978999999999999,2.85,1.9,84.1,8.0,6.02
2024-09-28,MIXED,54.35,49.76,6.76,6.56,29.49,1.8,1.39,0.33,58.17,26.2,97.42,48.74,563.48,1.061883,1.9,2.01,52.83,7.292999999999999,3.81
2024-09-29,MIXED,45.0,49.44,6.58,7.56,29.13,1.77,0.65,0.68,43.15,20.26,101.48,9.08,510.15,1.7696029999999998,4.88,2.09,84.67,8.0,4.88
2024-09-30,BROWN,50.18,40.0,6.57,11.26,26.4,1.52,0.9,0.34,65.97,17.86,133.32,48.79,573.04,0.870886,4.88,1.42,61.33,7.553,6.3
2024-10-01,MIXED,45.0,48.16,8.0,8.0,27.68,1.79,1.49,0.72,57.66,15.0,91.43,29.07,337.54,0.95735,3.32,2.05,46.7,6.72,4.58
2024-10-02,MIXED,48.73,50.8,6.5,9.06,25.49,1.78,0.71,0.41,40.48,27.25,102.0,40.5,642.69,1.53577,4.47,1.9,80.83,8.0,3.06
2024-10-03,BROWN,48.79,40.0,6.83,8.52,28.96,1.5,1.21,0.73,44.18,27.96,147.38,9.39,565.48,0.721853,4.57,1.37,52.69,6.639,6.14
2024-10-04,BROWN,51.68,42.07,8.0,14.23,26.48,1.51,1.37,0.82,45.08,28.71,106.27,20.74,370.15,0.9621400000000001,3.54,1.46,65.9,8.0,3.17
2024-10-05,MIXED,45.0,48.54,6.6,7.25,28.81,1.82,1.06,0.41,59.68,16.03,140.39,33.84,383.21,0.7762600000000001,2.52,1.85,41.96,6.045999999999999,3.37
2024-10-06,GREEN,50.75,59.66,6.7,5.22,25.82,1.99,0.64,0.36,56.23,30.55,99.25,14.14,322.66,1.3091579999999998,3.99,2.57,50.94,7.664,6.94
2024-10-07,BROWN,45.0,40.0,7.22,8.78,25.52,1.5,1.04,0.47,65.76,16.81,130.64,9.44,321.75,0.602994,4.75,1.47,41.02,5.572,5.27
2024-10-08,BROWN,54.96,40.37,6.79,10.16,28.11,1.5,1.41,0.71,43.1,18.8,139.11,47.01,476.11,0.747327,4.44,1.33,56.19,6.949,6.22
2024-10-09,GREEN,51.59,60.0,7.05,9.57,28.64,2.0,1.14,0.55,56.77,15.45,128.6,28.08,615.05,2.074264,1.31,2.51,82.64,8.0,6.03
2024-10-10,MIXED,45.0,50.05,7.67,11.07,25.79,1.81,0.6,0.69,57.6,16.63,95.85,28.99,411.36,1.4982440000000004,4.04,1.87,80.12,8.0,5.81
2024-10-11,BROWN,47.13,40.72,7.63,14.38,25.47,1.52,0.58,0.59,65.6,16.97,142.98,6.99,344.82,0.8963760000000001,1.39,1.56,57.46,7.306000000000001,6.04
2024-10-12,GREEN,50.95,60.0,6.75,15.0,27.89,1.98,1.05,0.31,65.14,27.5,90.0,6.31,412.01,0.829602,4.55,2.43,34.14,5.844,5.35
2024-10-13,BROWN,53.85,40.0,7.4,6.82,29.99,1.51,0.84,0.3,53.46,28.13,117.1,31.82,510.57,0.8964059999999999,2.74,1.47,60.98,7.568,5.29
2024-10-14,MIXED,54.19,50.01,6.84,7.86,26.78,1.8,0.86,0.8,46.99,16.55,147.8,39.81,331.82,1.6139009999999998,2.14,2.13,75.77,8.0,5.21
2024-10-15,MIXED,50.57,49.33,7.96,12.07,29.45,1.79,0.55,0.45,66.34,21.54,100.67,17.23,522.07,0.6137250000000001,3.41,1.75,35.07,5.257,3.58
2024-10-16,MIXED,55.42,50.16,7.62,9.38,26.66,1.81,1.03,0.46,67.95,27.11,114.32,47.96,535.83,1.5373889999999997,1.45,2.07,74.27,8.0,6.91
2024-10-17,MIXED,45.0,48.93,7.85,14.07,25.59,1.75,0.75,1.0,62.91,16.84,144.6,10.43,372.95,0.6353209999999999,2.57,2.11,30.11,5.121,6.6
2024-10-18,GREEN,50.41,60.0,7.45,12.08,27.7,2.0,1.24,0.4,52.27,17.71,133.44,19.38,599.57,0.738,3.34,2.46,30.0,5.46,3.11
2024-10-19,MIXED,45.0,51.19,6.52,13.99,25.92,1.78,1.48,0.33,49.97,26.88,102.18,42.57,542.24,1.3096079999999999,1.58,1.88,69.66,8.0,4.95
2024-10-20,GREEN,55.65,58.94,7.24,8.89,30.0,1.96,0.99,0.84,54.72,22.9,93.16,19.21,474.37,0.9420750000000001,4.23,2.37,39.75,6.345000000000001,6.51
2024-10-21,GREEN,53.54,58.91,6.5,14.24,28.66,2.0,1.0,0.52,47.91,30.65,123.87,5.06,559.68,1.8737040000000003,4.34,2.66,70.44,8.0,6.11
2024-10-22,MIXED,49.61,51.15,6.85,11.93,25.94,1.77,0.6,0.38,67.07,16.75,97.68,27.23,561.19,0.872418,1.54,1.94,44.97,6.436999999999999,5.93
2024-10-23,MIXED,52.66,49.65,6.94,14.72,26.34,1.82,1.5,0.36,49.53,20.15,119.57,7.55,531.63,0.703704,4.68,2.18,32.28,5.408,4.55
2024-10-24,GREEN,48.72,60.0,7.47,10.25,26.52,2.0,0.58,0.42,43.37,18.18,138.88,46.84,560.48,0.8387719999999999,4.09,2.42,34.66,5.885999999999999,6.42
2024-10-25,GREEN,54.46,59.02,7.88,10.95,28.04,1.99,1.26,0.78,59.14,24.39,90.0,40.01,583.3,2.169,2.28,2.41,90.0,8.0,6.12
2024-10-26,MIXED,47.5,49.49,6.88,9.32,26.37,1.8,0.58,0.43,68.49,26.13,140.72,7.26,525.82,1.1673900000000001,3.0,2.1,55.59,7.659000000000001,6.8
2024-10-27,BROWN,45.0,40.88,6.56,8.22,26.26,1.5,1.23,0.6,48.41,15.0,142.85,33.49,509.8,1.0643880000000001,1.37,1.56,68.23,8.0,6.28
2024-10-28,MIXED,54.72,49.96,6.9,9.67,29.59,1.82,1.41,0.3,60.38,24.08,93.56,10.21,523.22,0.759525,3.09,1.95,38.95,5.845000000000001,6.56
2024-10-29,BROWN,47.89,40.0,6.73,6.52,27.47,1.54,1.32,1.0,59.96,25.65,131.16,39.47,391.83,0.6035200000000001,2.28,1.6,37.72,5.372,4.54
2024-10-30,MIXED,51.77,50.91,7.32,7.12,25.0,1.84,0.95,0.7,62.81,22.83,109.15,7.64,436.57,1.6560599999999999,1.49,2.1,78.86,8.0,4.56
2024-10-31,MIXED,45.0,50.13,7.66,9.15,26.02,1.8,1.31,0.53,52.22,20.75,127.02,44.0,640.26,1.274238,4.63,1.89,67.42,8.0,4.77
2024-11-01,MIXED,54.1,49.45,7.97,9.33,28.96,1.81,0.78,0.83,42.03,21.81,131.95,49.95,300.0,0.612,3.01,2.04,30.0,5.04,5.98
2024-11-02,GREEN,51.25,60.0,7.53,13.39,29.51,1.98,1.36,0.3,50.31,15.04,121.29,15.26,444.86,1.178352,1.04,2.52,46.76,7.196,6.85
2024-11-03,GREEN,47.85,59.45,7.36,12.18,27.14,2.0,0.61,0.83,50.71,19.81,147.73,33.44,488.88,1.670812,3.19,2.54,65.78,8.0,6.79
2024-11-04,MIXED,45.0,51.24,7.05,14.8,27.52,1.76,1.22,0.91,57.26,19.22,150.0,49.0,606.96,1.7279999999999998,3.48,1.92,90.0,8.0,6.53
2024-11-05,BROWN,53.95,40.0,6.52,8.72,28.7,1.5,1.42,0.74,49.59,15.0,92.18,9.73,509.5,0.711627,4.41,1.41,50.47,6.457,5.77
2024-11-06,GREEN,52.58,56.96,7.49,11.94,28.26,1.96,0.96,1.0,60.6,25.34,129.49,10.83,524.04,1.7124139999999999,3.56,2.77,61.82,8.0,4.9
2024-11-07,BROWN,45.0,40.6,6.51,7.6,28.87,1.51,1.24,0.34,50.33,28.11,109.85,38.17,630.35,0.852363,2.51,1.53,55.71,7.101,4.29
2024-11-08,MIXED,50.99,51.11,7.69,15.0,27.41,1.81,1.36,0.35,63.42,15.0,144.94,19.44,508.04,1.37886,3.4,1.96,70.35,8.0,3.11
2024-11-09,BROWN,47.88,40.0,7.29,7.63,26.66,1.5,1.47,0.92,55.65,20.33,147.92,36.85,562.18,0.7523380000000001,3.52,1.46,51.53,6.613,3.77
2024-11-10,MIXED,51.07,50.27,6.68,8.08,27.22,1.8,1.49,0.63,55.67,30.42,145.2,33.61,448.19,1.514439,2.51,1.91,79.29,8.0,3.88
2024-11-11,BROWN,53.51,40.19,6.99,11.75,29.28,1.54,0.52,0.9,65.58,16.11,129.51,46.91,533.06,0.82511,1.9,1.43,57.7,7.2,5.49
2024-11-12,MIXED,48.3,49.28,6.63,12.07,27.59,1.79,0.7,0.61,58.93,27.5,150.0,41.53,643.91,1.195491,1.0,1.87,63.93,8.0,6.76
2024-11-13,GREEN,45.0,59.99,7.67,10.16,27.17,1.99,1.11,0.37,43.6,15.0,142.41,25.14,333.86,0.9027,2.21,2.55,35.4,6.09,6.63
2024-11-14,MIXED,45.0,50.16,6.93,13.8,25.26,1.84,0.98,0.8,62.48,28.74,113.08,16.53,626.59,1.246918,2.32,2.06,60.53,8.0,3.68
2024-11-15,GREEN,45.0,56.61,6.95,14.7,26.98,2.0,1.18,0.68,45.33,15.0,124.28,40.88,425.86,1.966,1.72,2.5,78.64,8.0,4.98
2024-11-16,BROWN,45.89,40.0,6.61,5.71,26.08,1.51,0.84,0.94,41.81,16.23,134.42,47.29,520.37,0.85547,1.03,1.54,55.55,7.095,5.74
2024-11-17,GREEN,50.59,60.0,6.85,7.59,29.37,2.0,0.64,0.9,49.05,15.0,122.67,11.51,607.02,2.1233340000000003,4.82,2.57,82.62,8.0,5.91
2024-11-18,GREEN,47.4,60.0,7.56,8.25,27.73,2.0,0.5,0.56,63.24,18.83,100.7,47.21,617.3,0.7769999999999999,2.01,2.59,30.0,5.59,4.74
2024-11-19,BROWN,47.55,40.0,6.7,12.16,27.79,1.52,0.75,0.43,49.25,18.24,133.7,28.9,479.93,0.45919999999999994,1.74,1.4,32.8,4.68,3.6
2024-11-20,GREEN,56.06,58.98,7.04,8.4,27.21,2.0,1.46,0.73,52.58,23.21,137.03,5.0,316.51,1.523116,2.18,2.66,57.26,8.0,4.28
2024-11-21,MIXED,49.26,51.31,7.48,5.91,28.56,1.79,0.9,0.74,45.59,18.33,116.15,32.04,526.42,1.656568,1.97,2.12,78.14,8.0,6.92
2024-11-22,BROWN,50.79,40.0,6.87,5.81,27.04,1.5,0.76,0.68,53.4,15.0,100.47,41.75,446.48,1.05332,2.46,1.36,77.45,8.0,3.16
2024-11-23,BROWN,58.89,40.0,7.73,8.46,29.72,1.53,1.22,0.52,58.75,18.48,117.96,37.89,588.45,0.905904,1.33,1.62,55.92,7.212000000000001,4.35
2024-11-24,GREEN,45.0,58.89,6.71,14.46,29.47,2.0,1.06,0.8,55.55,20.79,134.17,5.83,578.33,2.07635,2.25,2.62,79.25,8.0,4.61
2024-11-25,BROWN,55.69,41.19,7.73,9.41,29.95,1.55,0.55,0.38,48.18,17.82,112.86,7.4,643.32,0.954108,3.32,1.53,62.36,7.766,3.87
2024-11-26,MIXED,49.47,49.04,7.62,5.77,25.01,1.77,0.51,0.75,61.25,23.3,120.63,12.61,429.82,1.15976,4.39,1.9,61.04,8.0,5.32
2024-11-27,BROWN,46.08,40.76,7.0,5.84,29.49,1.52,1.12,0.71,65.16,18.32,136.63,47.23,355.96,0.781425,4.12,1.51,51.75,6.685,3.34
2024-11-28,GREEN,46.16,59.82,7.23,13.03,27.44,2.0,0.86,0.63,50.14,16.49,132.66,37.33,378.4,1.6720160000000002,4.9,2.48,67.42,8.0,6.98
2024-11-29,MIXED,45.0,49.97,7.71,10.16,29.01,1.83,1.45,0.63,67.83,26.24,131.35,25.36,496.7,1.124549,1.51,1.99,56.51,7.641,4.29
2024-11-30,GREEN,46.38,60.0,7.32,11.39,28.28,2.0,1.21,0.55,51.38,17.94,110.86,19.73,419.9,0.72,1.02,2.4,30.0,5.4,3.21
2024-12-01,BROWN,45.0,50.56,7.59,6.57,28.46,1.53,1.2,0.98,70.0,15.0,135.67,29.78,399.36,1.2435359999999998,3.78,1.68,74.02,8.0,6.17
2024-12-02,BROWN,45.0,51.05,7.17,8.62,25.14,1.5,0.99,0.4,70.0,18.06,141.9,6.27,563.57,1.2235010000000002,4.56,1.57,77.93,8.0,6.9
2024-12-03,GREEN,45.0,60.0,7.73,11.87,28.08,2.0,1.15,0.54,70.0,18.83,116.0,26.36,603.79,2.112762,1.01,2.58,81.89,8.0,3.45
2024-12-04,BROWN,45.0,50.98,7.47,5.7,27.97,1.53,0.5,0.84,58.36,19.27,100.87,44.01,379.82,0.610591,4.71,1.31,46.61,5.971,5.72
2024-12-05,MIXED,45.0,60.0,6.64,11.44,29.69,1.78,0.77,0.88,66.03,22.51,116.64,41.31,373.58,1.3549409999999997,3.37,2.01,67.41,8.0,5.38
2024-12-06,BROWN,45.0,51.66,7.31,13.16,28.12,1.5,1.31,0.67,70.0,23.55,121.7,43.91,412.92,0.444,1.74,1.48,30.0,4.48,6.69
2024-12-07,MIXED,45.0,60.0,7.18,13.99,28.21,1.8,0.94,0.91,66.78,22.52,90.0,29.23,370.25,1.4988599999999999,3.94,1.8,83.27,8.0,5.46
2024-12-08,MIXED,45.0,60.0,6.53,7.48,28.41,1.82,0.99,0.53,70.0,21.18,140.68,13.3,600.56,1.1916449999999998,4.72,1.95,61.11,8.0,6.45
2024-12-09,GREEN,45.0,60.0,6.88,14.67,28.3,1.99,1.08,0.3,70.0,23.3,134.98,26.45,605.64,0.7894179999999998,3.48,2.26,34.93,5.753,6.92
2024-12-10,BROWN,45.0,51.03,6.61,7.83,25.22,1.54,0.98,0.38,70.0,15.84,101.3,33.25,330.01,0.7504199999999999,3.32,1.65,45.48,6.198,4.47
2024-12-11,BROWN,45.0,52.85,7.42,8.39,25.93,1.55,1.17,0.65,70.0,15.29,101.6,47.4,415.53,0.5634250000000001,3.01,1.55,36.35,5.1850000000000005,4.25
2024-12-12,BROWN,45.0,52.7,6.67,9.5,26.84,1.5,0.68,0.64,70.0,15.0,93.69,17.49,528.05,1.441232,1.99,1.64,87.88,8.0,5.26
2024-12-13,BROWN,45.0,52.19,7.24,8.13,28.12,1.52,1.5,0.65,70.0,17.89,126.56,39.3,316.54,0.546136,4.08,1.52,35.93,5.1129999999999995,6.88
2024-12-14,GREEN,45.0,60.0,7.59,13.02,29.51,1.98,1.35,0.3,55.84,22.39,135.69,34.1,502.18,2.166437,1.58,2.47,87.71,8.0,5.19
2024-12-15,MIXED,45.23,60.0,7.02,6.63,26.1,1.81,1.31,0.47,65.95,21.33,90.85,5.0,494.61,0.7253400000000001,1.9,2.1,34.54,5.554,3.4
2024-12-16,BROWN,45.0,52.46,6.52,6.13,28.17,1.53,1.11,0.37,64.98,20.46,138.1,7.3,384.7,1.449,2.5,1.61,90.0,8.0,3.58
2024-12-17,MIXED,45.0,60.0,7.1,11.97,28.43,1.77,1.2,0.87,54.38,16.54,112.31,8.28,353.89,1.7140090000000001,2.51,2.09,82.01,8.0,3.73
2024-12-18,MIXED,45.0,60.0,8.0,14.26,27.73,1.79,0.94,0.91,63.91,20.3,123.77,23.11,533.32,1.1212,1.0,2.0,56.06,7.606,4.32
2024-12-19,BROWN,45.0,52.61,7.11,11.95,27.6,1.54,0.68,0.96,56.65,17.23,95.94,44.82,523.71,1.047651,4.48,1.59,65.89,8.0,3.32
2024-12-20,BROWN,45.0,52.41,7.69,9.11,25.85,1.53,0.62,0.83,70.0,22.57,124.48,23.49,344.52,0.9634339999999999,1.59,1.49,64.66,7.9559999999999995,4.38
2024-12-21,MIXED,46.19,60.0,7.22,10.58,25.0,1.84,1.39,0.35,70.0,15.15,108.96,14.05,551.91,1.0663589999999998,3.81,2.03,52.53,7.2829999999999995,4.72
2024-12-22,GREEN,45.0,60.0,6.82,8.08,29.63,2.0,0.84,0.74,70.0,17.96,137.61,20.14,607.92,0.8909999999999999,3.45,2.5,35.64,6.064,3.06
2024-12-23,BROWN,45.0,52.77,6.63,14.6,28.26,1.51,1.33,0.69,62.6,20.04,94.23,5.0,487.85,0.7651650000000001,1.8,1.45,52.77,6.727,5.69
2024-12-24,MIXED,45.0,60.0,7.32,13.07,26.11,1.8,1.11,0.41,70.0,15.0,116.87,20.72,581.85,0.8160989999999999,3.28,1.99,41.01,6.091,6.62
2024-12-25,GREEN,45.0,60.0,6.66,13.28,28.85,2.0,0.68,0.85,70.0,15.0,140.12,31.67,329.39,1.2884550000000001,2.14,2.45,52.59,7.7090000000000005,4.85
2024-12-26,BROWN,45.0,51.14,7.48,10.95,26.97,1.52,1.17,0.89,60.94,15.0,118.52,11.43,513.46,0.973126,1.29,1.54,63.19,7.859,5.63
2024-12-27,BROWN,45.0,52.81,7.78,10.19,25.0,1.5,1.19,0.95,70.0,15.0,131.21,23.63,399.51,0.519356,4.65,1.57,33.08,4.878,4.64
2024-12-28,GREEN,45.0,60.0,6.74,13.55,27.99,2.0,1.37,0.72,70.0,15.0,145.6,34.87,392.64,1.449604,2.78,2.44,59.41,8.0,5.78
2024-12-29,MIXED,45.0,60.0,7.69,7.53,27.94,1.78,1.49,0.88,64.68,25.06,113.47,14.33,465.6,1.7909639999999998,4.23,2.07,86.52,8.0,4.58
2024-12-30,BROWN,45.0,51.37,7.85,12.37,26.13,1.52,0.51,0.68,70.0,15.0,136.97,43.61,534.68,0.5677890000000001,1.56,1.59,35.71,5.1610000000000005,3.78
2024-12-31,MIXED,45.0,60.0,7.61,10.09,29.7,1.78,0.62,0.77,70.0,19.58,108.78,18.49,335.38,1.011082,4.06,2.23,45.34,6.764000000000001,3.88
2025-01-01,BROWN,45.0,53.43,7.63,14.71,27.77,1.5,1.11,0.52,61.16,15.0,146.54,47.94,466.83,0.92022,3.39,1.4,65.73,7.973000000000001,5.83
2025-01-02,BROWN,45.0,53.25,6.67,8.42,27.14,1.5,1.13,0.76,70.0,17.63,126.38,32.77,318.95,1.202796,1.35,1.48,81.27,8.0,6.93
2025-01-03,GREEN,45.0,60.0,6.5,13.74,25.67,1.95,1.33,0.74,70.0,23.75,121.72,10.08,398.5,1.205644,3.45,2.42,49.82,7.402,3.0
