Date,Waste_Type,Temperature,Moisture_Content,pH_Level,Oxygen_Level,Carbon_Nitrogen_Ratio,Nitrogen_Content,Potassium_Content,Phosphorus_Content,Ambient_Humidity,Ambient_Temperature,Waste_Height,Particle_Size,Bulk_Density,Odor_Level,Decomposition_Rate,Time_Elapsed,Maturity_Index,Turning_Frequency
2024-08-15,GREEN,65.0,40.0,7.91,6.6,29.38,1.86,1.42,0.36,49.16,35.0,135.72,44.95,375.67,4.44,2.59,55.79,7.54,3.34
2024-08-16,GREEN,65.0,40.0,7.5,7.05,28.97,1.82,1.43,0.84,40.0,31.47,90.0,45.09,447.79,5.0,2.1,86.51,7.69,4.72
2024-08-17,GREEN,65.0,42.79,6.76,11.55,25.92,1.9,1.29,0.52,40.0,21.88,115.54,49.08,376.01,1.39,2.82,69.92,7.08,5.85
2024-08-18,GREEN,65.0,40.0,7.15,8.27,29.84,1.67,0.69,0.6,50.33,35.0,145.6,14.63,477.96,3.02,1.36,78.34,7.07,5.05
2024-08-19,BROWN,65.0,46.82,6.55,5.0,25.83,1.93,1.35,0.54,41.54,35.0,136.93,12.62,650.0,3.26,2.59,61.33,7.33,6.65
2024-08-20,MIXED,65.0,42.84,6.95,7.4,27.79,1.81,0.71,0.36,49.78,35.0,98.72,46.86,365.27,1.11,1.17,30.0,7.64,5.68
2024-08-21,GREEN,65.0,41.8,6.94,12.43,28.47,1.6,1.07,0.36,45.55,35.0,108.25,5.0,452.71,1.88,1.17,83.08,7.42,5.54
2024-08-22,GREEN,65.0,40.0,7.65,10.81,28.18,1.84,1.25,0.82,40.0,35.0,115.09,33.36,343.56,2.17,2.43,51.24,8.0,3.0
2024-08-23,BROWN,65.0,43.69,7.18,13.52,27.78,1.93,0.58,0.53,40.0,27.66,92.21,41.86,410.31,5.0,1.19,35.59,7.06,4.45
2024-08-24,MIXED,65.0,47.17,6.8,15.0,29.05,1.77,0.88,0.81,53.13,35.0,131.24,32.34,381.35,1.01,1.21,30.0,7.18,3.8
2024-08-25,MIXED,65.0,41.88,7.74,5.68,29.13,1.98,1.01,0.34,40.0,35.0,146.58,21.07,612.62,3.14,1.02,48.9,7.81,6.87
2024-08-26,GREEN,65.0,40.0,7.93,5.0,25.61,1.67,0.9,0.59,40.0,35.0,119.94,20.61,385.26,4.27,1.94,43.41,7.37,3.62
2024-08-27,MIXED,65.0,42.67,7.6,6.6,28.99,1.64,1.3,0.87,42.61,35.0,118.26,39.13,632.0,2.2,2.16,76.99,7.21,3.0
2024-08-28,MIXED,65.0,40.0,7.64,10.09,29.3,1.51,1.0,0.52,44.05,35.0,94.23,22.66,502.59,1.1,1.24,85.25,7.86,4.33
2024-08-29,MIXED,65.0,40.0,6.77,5.76,25.0,1.83,0.85,0.43,40.54,35.0,135.92,15.56,519.28,4.5,1.92,61.21,7.6,5.06
2024-08-30,MIXED,65.0,47.45,7.8,13.6,26.65,1.62,1.19,0.96,51.41,35.0,146.52,41.73,425.76,2.09,1.9,87.18,7.32,4.33
2024-08-31,GREEN,65.0,40.0,6.57,7.3,29.21,1.94,0.56,0.62,51.39,23.2,136.49,28.23,632.82,3.44,1.99,51.38,7.25,3.02
2024-09-01,BROWN,46.22,58.97,7.61,5.73,27.2,1.91,1.08,0.44,57.86,27.83,142.02,36.31,482.69,4.22,2.31,34.84,7.7,4.18
2024-09-02,BROWN,48.46,48.97,6.92,9.75,28.86,1.56,1.21,0.93,61.76,29.5,131.89,42.02,431.84,3.37,1.33,37.42,7.78,5.64
2024-09-03,BROWN,55.07,46.27,7.73,5.41,26.08,1.77,1.5,0.43,57.41,23.49,136.09,38.38,588.79,3.73,2.13,73.52,7.82,5.2
2024-09-04,GREEN,45.81,57.26,6.5,11.43,28.17,1.62,1.05,0.91,52.39,16.14,102.76,12.7,373.76,1.04,1.78,81.91,8.0,4.32
2024-09-05,MIXED,54.4,54.93,7.33,7.62,27.22,1.96,1.04,0.31,55.97,19.11,128.37,33.77,557.23,3.58,2.94,48.17,7.25,3.9
2024-09-06,BROWN,47.08,55.35,7.82,14.84,29.72,1.98,0.53,0.35,65.67,27.36,93.2,47.16,453.47,3.89,1.14,40.09,7.59,6.25
2024-09-07,GREEN,54.15,47.04,7.94,6.2,25.0,1.74,0.7,0.83,46.29,21.0,144.3,24.42,589.89,1.98,2.12,46.61,7.32,4.21
2024-09-08,MIXED,48.52,56.08,7.62,14.54,27.56,1.73,1.34,0.62,53.35,18.5,121.81,29.02,434.45,5.0,1.12,50.74,7.69,5.0
2024-09-09,GREEN,45.66,41.14,6.86,10.2,27.24,1.69,0.63,0.57,42.52,18.44,93.38,21.1,643.31,1.69,2.07,34.07,7.01,5.15
2024-09-10,MIXED,48.55,42.79,6.66,7.31,29.08,1.83,1.15,0.48,46.34,24.22,132.49,11.72,606.28,4.01,2.51,42.09,7.64,6.33
2024-09-11,MIXED,50.31,54.32,7.34,7.01,27.67,1.93,1.16,0.82,48.17,22.74,94.33,8.11,437.62,2.13,2.0,39.48,8.0,6.72
2024-09-12,BROWN,46.63,51.84,6.81,12.51,29.25,1.53,1.32,0.77,63.21,26.09,92.65,45.91,562.19,2.15,1.56,41.63,7.11,4.95
2024-09-13,GREEN,53.68,40.35,7.23,10.62,28.63,1.8,1.35,0.3,40.36,24.79,121.62,9.2,314.71,3.2,1.4,45.15,7.65,4.52
2024-09-14,MIXED,55.23,59.37,6.5,12.83,27.31,1.62,1.0,0.32,52.61,19.12,122.33,22.5,456.95,3.07,1.26,86.04,7.99,4.89
2024-09-15,GREEN,46.91,51.68,7.35,11.55,29.77,1.76,1.08,0.74,54.55,31.09,145.18,13.19,329.09,1.67,1.81,30.0,7.73,3.0
2024-09-16,GREEN,45.0,47.71,7.39,7.7,25.43,1.53,1.16,0.65,59.25,19.59,138.16,26.8,485.55,1.28,2.94,72.23,7.72,5.91
2024-09-17,GREEN,56.16,55.39,7.19,7.66,28.67,1.71,0.52,0.53,49.44,18.63,138.22,35.22,514.95,2.66,2.95,73.62,7.3,3.62
2024-09-18,MIXED,58.72,41.87,6.65,5.37,28.42,1.77,0.53,0.47,67.7,21.76,127.61,28.77,537.26,4.02,1.18,41.86,7.14,5.05
2024-09-19,BROWN,58.73,52.93,7.29,11.84,30.0,1.96,0.54,0.94,68.96,18.72,94.0,43.17,348.34,2.17,2.18,56.87,7.6,6.14
2024-09-20,MIXED,47.87,41.15,6.84,6.0,27.46,1.59,1.5,0.31,45.27,24.46,116.82,32.8,404.23,4.72,2.36,44.72,7.7,3.37
2024-09-21,BROWN,45.0,44.36,7.18,6.38,27.3,1.59,1.35,0.61,62.18,27.34,137.69,28.61,475.41,2.88,1.89,31.51,7.98,4.53
2024-09-22,BROWN,45.0,55.5,6.92,13.29,28.68,1.52,1.36,1.0,44.46,24.76,144.31,31.4,406.31,3.05,1.35,30.23,7.61,6.3
2024-09-23,MIXED,45.0,51.49,6.83,5.88,27.09,1.83,0.67,0.68,53.93,15.0,116.91,12.82,315.8,2.32,1.23,67.11,7.9,5.58
2024-09-24,MIXED,49.97,53.71,6.94,9.45,25.66,1.98,1.07,0.87,65.17,26.75,135.8,44.42,321.5,1.98,1.25,52.62,7.94,6.34
2024-09-25,BROWN,55.03,57.96,7.79,10.95,25.1,1.9,0.8,0.59,46.87,22.41,122.01,46.44,581.95,1.79,1.01,48.88,7.24,5.56
2024-09-26,MIXED,47.57,60.0,7.71,11.75,26.84,1.83,1.32,0.41,50.19,29.83,113.03,33.41,650.0,5.0,2.13,47.78,8.0,6.21
2024-09-27,BROWN,57.95,54.56,7.59,9.41,28.61,1.68,0.5,0.3,59.41,15.52,119.88,25.7,486.32,3.07,1.45,60.97,7.09,4.52
2024-09-28,GREEN,46.3,43.02,6.5,9.87,27.39,1.75,0.68,1.0,64.67,15.0,123.27,20.65,546.7,3.51,2.15,61.61,7.35,6.72
2024-09-29,BROWN,45.0,54.95,7.21,7.5,29.75,1.66,1.39,0.73,68.16,27.49,144.31,5.72,408.89,4.63,2.8,83.31,7.29,4.06
2024-09-30,MIXED,45.31,47.46,7.76,13.24,25.79,1.97,0.97,0.46,60.03,22.73,106.51,32.27,438.61,4.43,1.48,81.23,7.23,5.1
2024-10-01,BROWN,57.94,48.51,7.85,6.1,29.31,1.76,1.05,0.36,69.05,27.93,127.57,35.29,464.58,4.74,1.24,38.52,7.22,5.13
2024-10-02,BROWN,55.01,47.88,6.66,14.5,26.89,1.52,0.55,0.35,46.48,16.33,123.89,8.93,591.61,2.34,1.06,74.67,7.68,3.37
2024-10-03,GREEN,50.37,58.53,7.42,6.99,27.28,1.55,1.17,0.55,53.25,32.03,144.47,17.7,306.01,1.4,2.15,74.55,7.56,3.0
2024-10-04,GREEN,49.85,51.3,7.14,10.51,25.0,1.87,1.01,0.3,61.15,17.91,119.0,30.55,432.76,2.21,1.71,88.86,7.74,3.54
2024-10-05,GREEN,54.5,40.0,6.83,5.72,25.68,1.71,1.15,1.0,44.33,30.6,130.19,16.74,551.36,1.5,2.76,55.24,7.08,4.81
2024-10-06,BROWN,46.54,43.48,7.92,14.3,25.18,1.59,1.47,0.8,70.0,15.0,100.48,5.48,549.42,1.16,2.12,38.34,7.69,4.16
2024-10-07,GREEN,55.45,54.35,7.4,13.03,28.44,1.84,1.27,0.41,60.99,26.77,129.47,9.45,509.59,3.98,1.76,70.95,7.92,6.53
2024-10-08,GREEN,48.77,42.23,7.6,7.49,30.0,1.62,0.78,0.79,47.73,28.69,121.66,10.14,533.51,4.96,2.48,41.36,7.6,5.54
2024-10-09,BROWN,45.0,48.84,7.21,6.87,26.7,1.85,1.49,1.0,42.24,15.84,137.89,11.47,536.69,5.0,1.96,40.17,7.39,7.0
2024-10-10,BROWN,45.84,46.54,7.89,7.13,26.15,1.79,1.41,0.39,49.97,15.99,100.79,50.0,490.53,1.11,1.72,69.91,7.97,3.44
2024-10-11,BROWN,54.05,40.77,7.71,11.68,26.54,2.0,1.06,0.72,45.01,25.73,91.4,23.0,366.05,3.54,2.13,32.96,7.31,4.29
2024-10-12,BROWN,56.51,50.99,7.47,11.56,26.44,1.67,1.21,0.5,51.47,28.66,122.92,13.84,503.38,2.29,1.48,82.04,7.39,4.14
2024-10-13,MIXED,47.38,50.32,7.95,9.2,28.91,1.98,1.26,1.0,59.72,19.88,134.25,20.8,405.19,3.61,1.15,39.29,7.05,3.67
2024-10-14,BROWN,57.52,42.69,7.82,13.98,25.0,1.96,0.74,0.98,67.86,23.05,137.37,33.67,532.36,1.06,1.11,85.97,7.13,3.0
2024-10-15,BROWN,46.73,51.96,7.21,13.64,25.1,1.58,0.99,0.65,48.93,22.56,139.74,50.0,430.7,1.43,1.85,57.08,7.76,4.48
2024-10-16,MIXED,48.69,58.74,8.0,7.86,26.93,1.63,1.4,0.81,42.56,23.81,147.64,40.91,330.1,5.0,1.85,79.77,7.47,3.28
2024-10-17,BROWN,57.88,40.61,7.63,11.82,26.81,1.91,1.47,0.98,61.23,19.24,100.2,9.49,628.21,4.0,1.85,86.85,7.54,3.08
2024-10-18,MIXED,50.77,53.2,7.58,6.4,29.6,1.5,0.83,0.75,54.31,24.62,141.75,18.85,650.0,3.32,2.78,34.95,7.8,5.63
2024-10-19,GREEN,45.0,46.57,7.29,14.11,27.64,1.69,1.43,1.0,41.43,17.17,112.58,46.32,336.12,4.55,2.82,47.54,7.39,6.98
2024-10-20,BROWN,54.12,40.93,7.35,12.04,27.9,1.8,0.5,0.6,60.55,26.6,115.39,5.0,335.68,4.62,2.52,79.26,7.74,4.67
2024-10-21,MIXED,45.0,46.17,6.81,10.73,29.2,1.84,1.34,0.72,53.19,20.97,129.42,43.54,343.72,5.0,2.77,42.99,7.39,3.95
2024-10-22,GREEN,45.0,57.24,7.44,12.46,29.16,1.57,1.37,0.92,48.27,28.78,92.47,38.45,459.77,1.62,1.21,53.95,7.93,6.67
2024-10-23,MIXED,46.4,40.24,7.57,11.88,27.23,1.99,1.34,0.94,59.49,15.88,100.34,39.18,547.01,2.39,1.2,57.04,7.29,4.31
2024-10-24,GREEN,52.54,43.29,6.71,8.85,28.12,1.54,0.61,0.9,68.17,27.42,117.82,17.96,355.88,2.18,1.12,35.72,7.69,3.0
2024-10-25,MIXED,58.44,42.51,7.63,11.03,29.15,1.94,1.3,0.79,63.88,17.01,129.77,38.98,617.33,4.17,2.12,76.65,7.31,3.0
2024-10-26,MIXED,45.0,44.89,7.58,5.0,29.18,2.0,1.04,0.41,55.83,17.49,117.48,44.78,392.7,4.46,2.01,82.14,7.25,5.27
2024-10-27,GREEN,51.54,42.45,6.63,10.91,28.92,1.62,0.92,0.81,51.29,15.0,141.29,25.12,425.45,4.23,2.82,69.62,7.39,6.27
2024-10-28,MIXED,54.06,54.68,6.87,6.38,27.47,1.76,0.63,0.66,43.1,17.49,97.09,14.94,333.64,2.64,2.56,54.56,7.34,6.16
2024-10-29,MIXED,48.14,51.93,7.83,12.13,28.86,1.68,0.92,0.34,47.43,21.09,132.06,18.02,514.48,1.66,2.73,81.7,7.27,3.85
2024-10-30,GREEN,48.34,47.74,7.37,12.63,29.03,1.74,0.82,0.46,40.0,15.85,148.62,35.27,620.88,3.9,1.94,57.58,7.97,3.95
2024-10-31,GREEN,52.15,54.77,6.72,7.77,27.05,1.88,1.1,0.72,49.08,17.89,125.66,47.59,597.86,3.75,2.56,49.0,7.12,6.6
2024-11-01,MIXED,49.58,55.31,7.46,11.7,27.01,1.55,1.36,0.41,52.06,33.13,140.45,42.58,614.71,1.0,2.68,60.33,7.69,6.26
2024-11-02,MIXED,53.32,45.13,7.98,8.37,29.41,1.7,0.62,0.7,61.36,20.3,90.0,17.72,438.0,2.34,1.69,75.4,7.63,3.0
2024-11-03,BROWN,55.42,40.54,7.3,9.86,25.53,1.63,1.19,0.75,48.13,27.55,118.25,45.71,552.01,3.77,1.52,54.93,7.92,4.99
2024-11-04,BROWN,47.88,41.77,7.81,13.73,25.79,2.0,0.93,0.38,59.71,29.55,120.88,8.81,544.05,3.66,1.77,53.45,7.66,5.45
2024-11-05,BROWN,55.96,40.0,7.05,12.64,27.92,1.81,0.79,0.33,51.03,26.16,91.29,6.84,613.63,2.87,2.04,41.98,7.47,6.65
2024-11-06,GREEN,53.58,41.8,6.7,9.02,28.64,1.82,1.21,0.5,46.53,27.28,142.77,29.08,622.81,3.82,1.08,38.87,7.99,4.46
2024-11-07,GREEN,55.32,44.85,7.57,11.54,26.66,1.93,1.13,0.81,63.57,16.88,136.66,45.1,573.27,3.55,2.03,54.1,7.84,6.86
2024-11-08,GREEN,45.0,60.0,7.52,10.37,27.91,1.58,1.3,0.53,45.49,26.12,128.78,30.39,414.32,1.24,2.31,86.39,7.64,4.28
2024-11-09,BROWN,51.56,46.78,7.14,8.6,27.99,1.86,0.87,0.81,47.32,22.14,122.92,41.45,350.04,4.52,1.57,51.56,7.1,5.91
2024-11-10,BROWN,49.92,49.61,7.01,8.6,28.78,1.69,1.25,0.45,46.02,16.53,135.21,45.52,355.92,4.24,1.25,83.79,7.3,5.21
2024-11-11,GREEN,46.53,44.66,6.5,15.0,30.0,1.79,1.48,0.72,42.05,25.36,112.9,16.05,315.67,1.82,2.33,59.88,7.76,3.5
2024-11-12,GREEN,45.0,57.84,6.57,9.09,26.35,1.9,0.59,0.72,56.76,21.79,110.95,25.41,300.0,2.75,1.98,77.17,7.51,6.92
2024-11-13,GREEN,48.72,50.78,7.34,14.32,26.79,1.61,1.14,0.56,67.75,18.46,143.62,6.28,480.36,1.65,2.83,55.47,7.25,6.06
2024-11-14,MIXED,45.0,47.71,7.23,10.72,29.05,1.76,0.58,0.6,57.5,28.36,90.0,15.02,391.19,4.44,1.03,37.72,7.22,5.86
2024-11-15,MIXED,54.91,40.0,6.79,10.49,26.89,1.69,0.54,0.36,43.87,28.39,98.62,42.19,457.42,1.35,2.28,58.68,7.06,5.17
2024-11-16,MIXED,48.6,49.59,7.89,8.63,29.26,1.56,0.56,0.49,53.9,32.29,90.0,49.36,300.0,1.99,1.69,90.0,7.23,5.57
2024-11-17,BROWN,45.0,56.55,7.6,13.86,28.73,1.98,1.22,0.52,53.08,29.83,109.75,34.66,344.08,4.16,2.64,36.84,7.57,4.23
2024-11-18,MIXED,49.61,40.0,7.4,11.99,29.05,1.75,1.14,0.42,55.12,19.73,133.32,21.53,526.27,4.03,1.11,46.18,7.1,3.12
2024-11-19,BROWN,45.0,53.93,6.5,15.0,26.16,1.93,0.58,0.71,55.64,27.01,123.71,32.85,539.49,2.65,2.74,87.44,7.58,3.52
2024-11-20,BROWN,52.33,40.7,7.43,10.87,29.69,1.56,1.02,0.91,51.64,17.92,146.75,26.57,590.46,1.21,1.83,61.16,7.16,3.63
2024-11-21,GREEN,50.54,55.8,6.62,9.5,29.99,1.88,1.49,0.89,47.79,28.64,132.98,12.44,428.55,3.67,1.66,55.4,7.91,5.38
2024-11-22,BROWN,53.71,53.73,6.94,6.57,26.33,1.72,1.44,0.46,42.8,32.53,143.47,13.05,650.0,3.72,3.0,47.44,7.59,6.55
2024-11-23,MIXED,45.0,60.0,6.9,7.46,27.57,1.77,1.28,0.35,69.69,16.66,127.08,27.65,563.6,1.37,2.89,52.11,7.89,6.16
2024-11-24,BROWN,58.76,58.67,7.03,9.66,29.19,1.86,1.01,0.46,40.59,31.97,96.57,44.63,564.87,3.61,1.41,87.98,7.8,6.47
2024-11-25,BROWN,49.17,53.02,7.61,9.3,28.12,2.0,0.57,0.72,61.48,26.42,145.41,8.63,300.0,1.82,2.71,43.53,7.0,4.86
2024-11-26,MIXED,45.0,57.48,7.34,5.72,25.35,1.65,1.5,0.97,56.23,29.32,128.57,14.75,420.93,5.0,2.69,56.82,7.98,5.11
2024-11-27,BROWN,48.44,58.11,7.92,14.12,26.42,1.75,0.69,0.87,67.11,23.65,112.48,6.83,575.34,3.48,1.56,58.84,7.83,4.98
2024-11-28,BROWN,56.56,54.07,6.82,7.22,26.17,1.82,0.53,0.81,54.69,18.87,138.03,28.53,506.77,3.29,2.62,50.39,7.28,6.64
2024-11-29,BROWN,56.28,58.19,7.37,7.97,29.05,1.73,0.81,0.63,46.0,30.42,136.99,44.45,343.99,2.88,1.24,75.49,7.3,3.3
2024-11-30,MIXED,52.4,60.0,7.37,14.17,28.14,1.86,1.1,0.39,60.79,22.1,134.34,19.72,490.82,3.54,2.58,60.38,7.04,4.08
2024-12-01,BROWN,45.0,60.0,7.04,9.25,26.4,1.73,0.91,0.39,59.9,15.0,102.0,45.88,385.25,4.82,2.79,46.23,7.8,6.41
2024-12-02,GREEN,45.58,60.0,6.65,13.63,29.3,1.77,0.77,0.4,61.88,19.38,90.0,11.19,403.79,2.19,1.88,45.04,7.84,5.66
2024-12-03,BROWN,45.0,57.3,6.5,8.74,29.45,1.77,1.26,0.57,70.0,22.05,127.2,18.97,348.31,2.92,1.49,37.27,7.7,4.81
2024-12-04,MIXED,45.0,60.0,8.0,6.41,29.43,1.53,0.7,0.88,55.46,15.0,102.07,46.47,340.83,2.51,2.76,70.54,7.33,4.22
2024-12-05,BROWN,45.0,60.0,6.59,11.16,25.66,1.57,1.49,0.61,64.38,19.53,98.24,40.81,600.41,5.0,1.96,54.71,7.39,6.1
2024-12-06,GREEN,45.0,60.0,7.9,8.55,29.16,1.91,0.93,0.53,50.95,15.0,98.09,45.0,300.0,3.05,1.72,63.04,7.25,3.59
2024-12-07,MIXED,45.0,60.0,6.62,14.23,25.08,1.64,1.13,0.65,70.0,17.6,92.28,50.0,506.56,4.64,1.64,67.67,7.73,4.71
2024-12-08,MIXED,45.0,60.0,7.73,15.0,25.82,1.6,1.14,0.9,59.93,15.06,113.54,5.0,505.76,3.92,2.59,73.05,7.47,5.98
2024-12-09,GREEN,45.0,60.0,7.28,5.27,25.65,1.7,0.9,0.43,50.5,15.0,107.4,9.4,429.66,4.16,1.18,30.0,7.53,6.91
2024-12-10,GREEN,45.0,60.0,7.0,7.09,27.99,1.81,0.81,0.55,70.0,15.97,109.07,23.81,603.29,2.31,1.15,66.87,7.63,3.73
2024-12-11,MIXED,45.0,60.0,7.5,12.8,26.35,1.85,0.92,0.9,70.0,23.2,139.57,6.77,322.73,4.82,1.87,40.03,7.38,3.95
2024-12-12,BROWN,45.0,60.0,7.26,8.59,27.01,1.73,0.68,0.79,56.91,15.0,123.85,35.04,436.45,3.12,2.07,37.82,7.72,6.23
2024-12-13,GREEN,45.0,55.71,6.82,8.48,27.39,1.87,0.85,0.85,56.74,23.72,97.41,19.01,618.13,1.36,2.32,68.22,7.76,4.7
2024-12-14,BROWN,45.0,60.0,6.88,10.81,25.19,1.88,1.41,0.6,70.0,15.0,131.23,22.8,537.09,1.0,1.73,55.3,7.29,4.51
2024-12-15,BROWN,45.0,59.17,7.68,9.15,26.0,1.94,1.06,0.98,62.65,15.0,146.09,21.24,418.93,4.31,1.32,53.8,7.61,5.14
2024-12-16,BROWN,45.0,57.58,7.89,14.3,27.67,1.52,0.73,0.68,50.2,18.88,148.41,45.3,421.29,2.8,2.88,77.61,7.01,5.39
2024-12-17,GREEN,45.0,51.15,7.64,10.15,26.32,1.82,0.61,0.77,52.19,15.91,111.82,15.3,359.22,3.71,1.48,82.09,7.33,3.0
2024-12-18,GREEN,45.0,60.0,7.38,6.67,28.19,1.85,0.96,0.77,64.73,19.29,104.82,36.66,504.05,3.51,2.55,79.92,7.39,4.52
2024-12-19,BROWN,45.0,60.0,7.35,9.18,25.9,1.53,1.1,0.49,67.54,26.04,147.77,28.92,572.78,4.31,2.42,81.52,7.82,4.11
2024-12-20,GREEN,45.0,59.84,6.76,11.65,26.8,1.94,0.83,0.9,70.0,17.22,97.01,38.85,326.46,3.99,1.67,68.94,7.13,3.59
2024-12-21,GREEN,45.0,53.81,7.49,9.29,27.4,1.62,0.99,0.73,56.54,23.73,132.99,36.37,522.84,2.91,1.12,46.85,7.41,5.21
2024-12-22,GREEN,45.26,60.0,7.3,12.7,26.19,2.0,1.31,0.97,59.2,18.02,118.04,17.13,410.05,4.44,1.76,65.26,7.73,5.83
2024-12-23,MIXED,45.0,60.0,7.74,6.38,29.0,1.73,1.33,0.64,70.0,16.27,147.27,12.23,563.12,1.98,2.77,60.39,7.74,4.24
2024-12-24,GREEN,45.0,55.62,6.69,14.1,26.36,1.76,1.12,0.44,70.0,20.91,90.99,23.63,300.0,1.8,2.54,56.06,7.33,3.27
2024-12-25,GREEN,45.0,60.0,7.52,9.93,27.94,1.72,0.9,0.65,70.0,17.79,111.02,31.2,426.09,2.28,2.07,77.76,7.88,5.18
2024-12-26,MIXED,45.0,58.39,7.49,14.98,28.95,1.61,1.14,0.98,59.17,16.5,126.35,20.48,309.82,2.21,2.73,37.0,7.03,4.48
2024-12-27,BROWN,45.0,60.0,7.55,7.94,25.84,1.81,0.66,0.93,61.7,15.13,121.05,17.71,539.68,2.65,1.14,67.76,7.7,6.26
2024-12-28,GREEN,45.0,60.0,6.83,9.54,28.26,1.83,1.44,0.36,70.0,22.69,149.58,49.71,388.01,4.42,2.08,76.06,7.55,6.08
2024-12-29,BROWN,45.0,60.0,6.62,5.31,26.35,1.72,0.5,0.59,70.0,15.0,141.22,24.44,422.18,4.44,2.99,59.81,7.63,5.46
2024-12-30,GREEN,45.0,60.0,7.7,9.67,29.03,1.65,0.59,0.94,65.5,15.02,105.63,15.43,552.81,5.0,1.58,69.53,7.2,6.8
2024-12-31,BROWN,45.0,60.0,6.92,8.02,26.45,1.8,0.65,0.68,70.0,23.97,123.71,14.18,377.61,3.06,2.98,52.4,7.74,6.09
2025-01-01,GREEN,45.0,60.0,6.71,7.02,27.39,1.66,0.73,0.92,70.0,15.27,99.4,40.58,545.52,3.18,2.21,45.52,7.0,6.19
2025-01-02,GREEN,45.0,56.42,7.53,6.87,29.0,1.69,0.83,0.99,63.33,18.27,132.59,11.94,380.08,4.93,2.49,80.82,7.35,3.9
2025-01-03,GREEN,45.09,60.0,6.96,10.78,26.27,1.61,0.64,0.39,70.0,19.53,99.47,18.56,646.31,3.35,1.18,55.88,7.13,5.54
2025-01-04,BROWN,45.0,57.71,8.0,13.61,27.25,1.66,0.73,0.32,60.15,18.22,91.43,46.75,594.88,2.56,1.81,55.52,7.58,5.6
2025-01-05,GREEN,45.0,60.0,6.74,13.67,28.62,1.8,0.89,0.79,69.12,15.0,118.81,30.19,472.04,3.26,2.98,64.94,7.41,4.47
2025-01-06,BROWN,45.0,59.41,6.5,11.09,27.62,1.61,0.75,0.98,57.21,19.24,94.01,42.62,427.32,2.52,2.06,68.65,7.95,4.32
2025-01-07,GREEN,45.0,60.0,6.64,9.05,28.14,1.63,0.61,0.82,59.34,15.41,116.51,23.02,404.53,3.08,2.37,48.03,7.44,3.8
2025-01-08,GREEN,45.0,58.14,6.73,11.9,29.05,1.53,1.1,0.78,70.0,18.86,96.95,24.75,515.51,3.26,1.26,48.76,7.91,5.39
2025-01-09,MIXED,45.0,60.0,6.91,11.51,28.54,1.87,1.32,0.72,68.1,18.29,138.84,40.74,541.65,3.54,2.55,44.21,7.47,5.55
2025-01-10,BROWN,45.0,60.0,7.16,5.0,26.03,1.51,1.23,0.68,70.0,15.0,125.32,11.59,488.13,1.24,1.64,74.7,8.0,4.29
2025-01-11,GREEN,45.0,60.0,6.93,9.99,29.93,1.88,0.77,0.91,69.35,24.93,146.9,41.15,565.62,1.06,1.41,59.91,7.6,3.7
2025-01-12,GREEN,45.0,60.0,6.63,13.88,27.3,1.71,1.19,0.48,56.59,15.0,142.0,47.08,425.71,1.97,1.36,75.41,7.76,6.1
2025-01-13,MIXED,45.65,53.15,7.36,9.26,27.29,1.79,1.15,0.93,65.85,15.0,94.44,13.26,449.19,3.76,2.99,51.93,7.32,6.53
2025-01-14,GREEN,45.0,53.63,7.26,8.39,26.52,1.99,0.68,1.0,58.05,15.0,110.19,44.11,603.72,5.0,2.71,53.48,8.0,6.03
2025-01-15,MIXED,45.0,60.0,7.18,9.33,29.18,1.84,1.5,0.58,70.0,21.0,135.48,44.46,393.49,1.0,1.02,90.0,7.49,4.62
2025-01-16,MIXED,45.0,53.66,7.14,8.26,28.37,1.5,1.14,0.79,64.88,15.0,106.47,26.24,563.76,4.94,2.76,80.43,7.95,6.52
2025-01-17,GREEN,45.0,60.0,7.22,7.3,26.49,1.79,0.98,0.54,70.0,22.54,119.62,10.09,432.09,1.6,1.97,73.0,8.0,3.26
2025-01-18,BROWN,45.0,57.91,6.86,14.13,28.41,1.75,0.65,0.49,54.5,15.0,131.97,35.46,553.51,1.33,1.62,62.93,7.12,6.28
2025-01-19,BROWN,45.0,60.0,6.99,15.0,28.77,1.83,0.84,0.57,57.0,15.0,141.82,12.21,524.01,3.42,2.19,73.64,7.41,5.14
2025-01-20,GREEN,45.0,56.98,7.07,9.28,29.06,1.67,0.82,0.41,70.0,15.57,148.12,28.54,489.12,3.18,1.38,63.27,7.41,6.91
2025-01-21,BROWN,45.0,60.0,7.79,7.3,28.82,1.83,0.52,0.81,52.61,22.65,101.39,24.95,397.35,4.15,1.16,53.63,7.96,3.64
2025-01-22,GREEN,45.0,56.3,7.05,10.54,26.83,1.65,1.0,0.93,55.16,15.0,125.37,30.85,499.46,2.48,2.67,87.54,7.78,6.42
2025-01-23,MIXED,45.0,60.0,7.06,13.32,25.95,1.85,0.5,0.76,61.35,18.1,128.97,19.56,623.03,1.15,1.44,79.3,7.79,5.05
2025-01-24,BROWN,45.0,60.0,6.92,8.89,25.7,1.77,0.9,0.73,57.54,20.9,119.65,37.77,330.8,4.59,1.53,83.22,7.81,6.91
2025-01-25,MIXED,45.0,60.0,7.76,6.2,29.36,1.53,0.68,0.56,66.65,19.98,150.0,19.84,414.98,1.09,2.85,41.56,7.71,6.11
